tipo,atributos/atributo/0/_nombre,atributos/atributo/0/__text,atributos/atributo/1/_nombre,atributos/atributo/1/__text,atributos/atributo/2/_nombre,atributos/atributo/2/__cdata,atributos/atributo/3/_nombre,atributos/atributo/3/__cdata,atributos/atributo/4/_nombre,atributos/atributo/4/__cdata,atributos/atributo/5/_nombre,atributos/atributo/5/__cdata,atributos/atributo/6/_nombre,atributos/atributo/6/__text,atributos/atributo/7/_nombre,atributos/atributo/7/__text,atributos/atributo/8/atributo/0/_nombre,atributos/atributo/8/atributo/0/__text,atributos/atributo/8/atributo/1/_nombre,atributos/atributo/8/atributo/1/__text,atributos/atributo/8/atributo/2/_nombre,atributos/atributo/8/atributo/2/__text,atributos/atributo/8/atributo/3/_nombre,atributos/atributo/8/atributo/3/__text,atributos/atributo/8/atributo/4/_nombre,atributos/atributo/8/atributo/4/__text,atributos/atributo/8/atributo/5/_nombre,atributos/atributo/8/atributo/5/__text,atributos/atributo/8/atributo/6/_nombre,atributos/atributo/8/atributo/6/__text,atributos/atributo/8/atributo/7/_nombre,atributos/atributo/8/atributo/7/__text,atributos/atributo/8/atributo/8/_nombre,atributos/atributo/8/atributo/8/__text,atributos/atributo/8/atributo/9/_nombre,atributos/atributo/8/atributo/9/__text,atributos/atributo/8/atributo/10/_nombre,atributos/atributo/8/atributo/10/__text,atributos/atributo/8/atributo/11/_nombre,atributos/atributo/8/atributo/11/__text,atributos/atributo/8/atributo/12/_nombre,atributos/atributo/8/atributo/12/__text,atributos/atributo/8/atributo/13/_nombre,atributos/atributo/8/atributo/13/__text,atributos/atributo/8/atributo/14/_nombre,atributos/atributo/8/atributo/14/__text,atributos/atributo/8/atributo/15/_nombre,atributos/atributo/8/atributo/15/__text,atributos/atributo/8/_nombre,atributos/atributo/9/atributo/0/_nombre,atributos/atributo/9/atributo/0/__text,atributos/atributo/9/atributo/1/_nombre,atributos/atributo/9/atributo/1/__text,atributos/atributo/9/_nombre,atributos/atributo/10/_nombre,atributos/atributo/10/__text,atributos/_idioma,atributos/atributo/4/__text,atributos/atributo/5/__text,atributos/atributo/6/atributo/0/_nombre,atributos/atributo/6/atributo/0/__text,atributos/atributo/6/atributo/1/_nombre,atributos/atributo/6/atributo/1/__text,atributos/atributo/6/atributo/2/_nombre,atributos/atributo/6/atributo/2/__text,atributos/atributo/6/atributo/3/_nombre,atributos/atributo/6/atributo/3/__text,atributos/atributo/6/atributo/4/_nombre,atributos/atributo/6/atributo/4/__text,atributos/atributo/6/atributo/5/_nombre,atributos/atributo/6/atributo/5/__text,atributos/atributo/6/atributo/6/_nombre,atributos/atributo/6/atributo/6/__text,atributos/atributo/6/atributo/7/_nombre,atributos/atributo/6/atributo/7/__text,atributos/atributo/6/atributo/8/_nombre,atributos/atributo/6/atributo/8/__text,atributos/atributo/6/atributo/9/_nombre,atributos/atributo/6/atributo/9/__text,atributos/atributo/6/atributo/10/_nombre,atributos/atributo/6/atributo/10/__text,atributos/atributo/6/atributo/11/_nombre,atributos/atributo/6/atributo/11/__text,atributos/atributo/6/atributo/12/_nombre,atributos/atributo/6/atributo/12/__text,atributos/atributo/6/atributo/13/_nombre,atributos/atributo/6/atributo/13/__text,atributos/atributo/6/atributo/14/_nombre,atributos/atributo/6/atributo/14/__text,atributos/atributo/7/atributo/0/_nombre,atributos/atributo/7/atributo/0/__text,atributos/atributo/7/atributo/1/_nombre,atributos/atributo/7/atributo/1/__text,atributos/atributo/8/__text,atributos/atributo/7/atributo/2/_nombre,atributos/atributo/7/atributo/2/__text,atributos/atributo/7/atributo/3/_nombre,atributos/atributo/7/atributo/3/__text,atributos/atributo/7/atributo/4/_nombre,atributos/atributo/7/atributo/4/__text,atributos/atributo/7/atributo/5/_nombre,atributos/atributo/7/atributo/5/__text,atributos/atributo/7/atributo/6/_nombre,atributos/atributo/7/atributo/6/__text,atributos/atributo/7/atributo/7/_nombre,atributos/atributo/7/atributo/7/__text,atributos/atributo/7/atributo/8/_nombre,atributos/atributo/7/atributo/8/__text,atributos/atributo/7/atributo/9/_nombre,atributos/atributo/7/atributo/9/__text,atributos/atributo/7/atributo/10/_nombre,atributos/atributo/7/atributo/10/__text,atributos/atributo/7/atributo/11/_nombre,atributos/atributo/7/atributo/11/__text,atributos/atributo/7/atributo/12/_nombre,atributos/atributo/7/atributo/12/__text,atributos/atributo/7/atributo/13/_nombre,atributos/atributo/7/atributo/13/__text,atributos/atributo/7/atributo/14/_nombre,atributos/atributo/7/atributo/14/__text,atributos/atributo/9/__text,atributos/atributo/3/__text,atributos/atributo/5/atributo/0/_nombre,atributos/atributo/5/atributo/0/__text,atributos/atributo/5/atributo/1/_nombre,atributos/atributo/5/atributo/1/__text,atributos/atributo/5/atributo/2/_nombre,atributos/atributo/5/atributo/2/__text,atributos/atributo/5/atributo/3/_nombre,atributos/atributo/5/atributo/3/__text,atributos/atributo/5/atributo/4/_nombre,atributos/atributo/5/atributo/4/__text,atributos/atributo/5/atributo/5/_nombre,atributos/atributo/5/atributo/5/__text,atributos/atributo/5/atributo/6/_nombre,atributos/atributo/5/atributo/6/__text,atributos/atributo/5/atributo/7/_nombre,atributos/atributo/5/atributo/7/__text,atributos/atributo/5/atributo/8/_nombre,atributos/atributo/5/atributo/8/__text,atributos/atributo/5/atributo/9/_nombre,atributos/atributo/5/atributo/9/__text,atributos/atributo/5/atributo/10/_nombre,atributos/atributo/5/atributo/10/__text,atributos/atributo/5/atributo/11/_nombre,atributos/atributo/5/atributo/11/__text,atributos/atributo/5/atributo/12/_nombre,atributos/atributo/5/atributo/12/__text,atributos/atributo/5/atributo/13/_nombre,atributos/atributo/5/atributo/13/__text,atributos/atributo/5/atributo/14/_nombre,atributos/atributo/5/atributo/14/__text,atributos/atributo/5/atributo/15/_nombre,atributos/atributo/5/atributo/15/__text,atributos/atributo/5/atributo/16/_nombre,atributos/atributo/5/atributo/16/__text,atributos/atributo/6/atributo/15/_nombre,atributos/atributo/6/atributo/15/__text,atributos/atributo/6/atributo/16/_nombre,atributos/atributo/6/atributo/16/__text,atributos/atributo/7/atributo/15/_nombre,atributos/atributo/7/atributo/15/__text,atributos/atributo/6/__cdata,atributos/atributo/9/atributo/2/_nombre,atributos/atributo/9/atributo/2/__text,atributos/atributo/9/atributo/3/_nombre,atributos/atributo/9/atributo/3/__text,atributos/atributo/9/atributo/4/_nombre,atributos/atributo/9/atributo/4/__text,atributos/atributo/9/atributo/5/_nombre,atributos/atributo/9/atributo/5/__text,atributos/atributo/9/atributo/6/_nombre,atributos/atributo/9/atributo/6/__text,atributos/atributo/9/atributo/7/_nombre,atributos/atributo/9/atributo/7/__text,atributos/atributo/9/atributo/8/_nombre,atributos/atributo/9/atributo/8/__text,atributos/atributo/9/atributo/9/_nombre,atributos/atributo/9/atributo/9/__text,atributos/atributo/9/atributo/10/_nombre,atributos/atributo/9/atributo/10/__text,atributos/atributo/9/atributo/11/_nombre,atributos/atributo/9/atributo/11/__text,atributos/atributo/9/atributo/12/_nombre,atributos/atributo/9/atributo/12/__text,atributos/atributo/9/atributo/13/_nombre,atributos/atributo/9/atributo/13/__text,atributos/atributo/9/atributo/14/_nombre,atributos/atributo/9/atributo/14/__text,atributos/atributo/9/atributo/15/_nombre,atributos/atributo/9/atributo/15/__text,atributos/atributo/10/atributo/0/_nombre,atributos/atributo/10/atributo/0/__text,atributos/atributo/10/atributo/1/_nombre,atributos/atributo/10/atributo/1/__text,atributos/atributo/11/_nombre,atributos/atributo/11/__text
EntidadesYOrganismos,ID-ENTIDAD,7834,NOMBRE,Oficina de Turismo de Jordania,TRANSPORTE,"Metro: Diego de León (líneas 4, 5 y 6), Manuel Becerra (líneas 2 y 6)  Bus: 12, 210, 43, 48, 56, C1, 1, 74  Bicimad: Estación 192 (avenida de los Toreros, 3) / Estación 145 (calle Ortega y Gasset, 87)",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad3d19d41471c010VgnVCM1000000b205a0aRCRD,,EMAIL,spain@visitjordan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,MONTESA,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,41,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28006,COD-BARRIO,5,BARRIO,LISTA,COD-DISTRITO,4,DISTRITO,SALAMANCA,COORDENADA-X,442981,COORDENADA-Y,4475779,LATITUD,40.43070150530818,LONGITUD,-3.6722141900223515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,52471,NOMBRE,Oficina de Turismo de Malta,TRANSPORTE,"Metro: Gregorio Marañón (líneas 7, 10), Rubén Darío (línea 5)  Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45,   Bicimad: Estación 141 (Paseo de la Castellana, 43)",DESCRIPCION,Localizada en la Embajada de Malta,ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIPO,,,,,,,,es,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f6e7510551c010VgnVCM2000000c205a0aRCRD,NOMBRE-VIA,CASTELLANA,CLASE-VIAL,PASEO,TIPO-NUM,V,NUM,45,PLANTA,6ª,PUERTA,Derecha,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28046,COD-BARRIO,4,BARRIO,ALMAGRO,COD-DISTRITO,7,DISTRITO,CHAMBERI,COORDENADA-X,441505,COORDENADA-Y,4476346,TELEFONO,913 913 061,EMAIL,maltaembassy.madrid@gov.mt,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LATITUD,40.43569358766222,LONGITUD,-3.689677189614338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7824,NOMBRE,Oficina de Turismo de Marruecos,TRANSPORTE,"Metro: Ventura Rodríguez (línea 3), Plaza de España (línea 3)  Bus: 62, 74  Bicimad: Estación 14 (calle Ventura Rodríguez, 2)  Aparcamiento: Plaza de España (53), Plaza de España",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fbd19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,915 412 995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,VENTURA RODRIGUEZ,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,24,PLANTA,1º,PUERTA,Izquierda,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28008,COD-BARRIO,2,BARRIO,ARGUELLES,COD-DISTRITO,9,DISTRITO,MONCLOA-ARAVACA,COORDENADA-X,439383,COORDENADA-Y,4475087,LATITUD,40.42420902572595,LONGITUD,-3.714574560417809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7826,NOMBRE,Oficina de Turismo de Perú,TRANSPORTE,"Metro: Lista (línea 4), Diego de León (línea 4, 5, 9), Núñez de Balboa (línea 5, 9)  Bus: 1, 74, 29, 52  Bicimad: Estación 186 (calle General Pardiñas, 56)  Aparcamiento: Marqués de Salamanca (25), Plaza Marques de Salamanca",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4ed19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,911 937 511,EMAIL,info@oficinacomercialdeperu.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,MARQUES DE SALAMANCA,CLASE-VIAL,PLAZA,TIPO-NUM,V,NUM,10,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28006,COD-BARRIO,5,BARRIO,LISTA,COD-DISTRITO,4,DISTRITO,SALAMANCA,COORDENADA-X,442381,COORDENADA-Y,4475670,LATITUD,40.429674007218026,LONGITUD,-3.6792883340980196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7835,NOMBRE,Oficina de Turismo de Polonia,TRANSPORTE,"Metro: Plaza de España (líneas 3, 10), Ventura Rodríguez (línea 3), Noviciado (línea 2)  Bus: 001, 1, 2, 133, 138, 44, C1, 62, 74  Bicimad: estaciñon 116 a y b (calle Princesa, 5)  Aparcamiento: Plaza de España (53), Plaza de España",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47fd19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,915 414 808,EMAIL,info.es@polonia.travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,PRINCESA,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,3,PUERTA,local 1310,ORIENTACION,Duplicado,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28008,COD-BARRIO,2,BARRIO,ARGUELLES,COD-DISTRITO,9,DISTRITO,MONCLOA-ARAVACA,COORDENADA-X,439529,COORDENADA-Y,4475145,LATITUD,40.42474213964734,LONGITUD,-3.7128591034859424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,5405234,NOMBRE,Oficina de Turismo de Portugal,TRANSPORTE,"Metro: Núñez de Balboa (líneas 5, 9), Serrano (línea 4), Velázquez (línea 4)  Bus: 1, 19, 51, 74, 9  Bicimad: Estación 103 (Calle José Ortega y Gasset, 4)",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3ad9a4aca553210VgnVCM2000000c205a0aRCRD,,TELEFONO,917 617 230,EMAIL,info.espanha@turismodeportugal.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,LAGASCA,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,88,PLANTA,4ª,PUERTA,B,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28001,COD-BARRIO,6,BARRIO,CASTELLANA,COD-DISTRITO,4,DISTRITO,SALAMANCA,COORDENADA-X,441918,COORDENADA-Y,4475700,LATITUD,40.42991206232817,LONGITUD,-3.6847491581278606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,181856,NOMBRE,Oficina de Turismo de República Checa,TRANSPORTE,"Metro: Pío XII (línea 9), Duque de Pastrana (línea 9)  Bus: 150, 16, 29, 107, 70",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9980e4e6d41c010VgnVCM2000000c205a0aRCRD,,TELEFONO,913 592 527,EMAIL,madrid@czechtourism.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,PIO XII,CLASE-VIAL,AVENIDA,TIPO-NUM,V,NUM,22,ORIENTACION,-24,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28016,COD-BARRIO,5,BARRIO,NUEVA ESPAÑA,COD-DISTRITO,5,DISTRITO,CHAMARTIN,COORDENADA-X,442783,COORDENADA-Y,4479722,LATITUD,40.466195029254166,LONGITUD,-3.674926102930997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7829,NOMBRE,Oficina de Turismo de República Dominicana,TRANSPORTE,"Metro: Banco España (línea 2)  Bus: 14, 150, 27, 37, 45, 5, 53, C03, 203, E1, 001, 1, 146, 15, 2, 20, 51, 52, 74, 9  Renfe: Recoletos  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c1e19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,914 177 375,EMAIL,espana@mitur.gob.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,ALCALÁ,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,59,PLANTA,4º,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28014,COD-BARRIO,6,BARRIO,CASTELLANA,COD-DISTRITO,4,DISTRITO,SALAMANCA,COORDENADA-X,441794,COORDENADA-Y,4476348,LATITUD,40.43574088970734,LONGITUD,-3.686270282394151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7832,NOMBRE,Oficina de Turismo de Turquía,TRANSPORTE,"Metro: Retiro (línea 2), Banco de España (línea 2), Estación del Arte (Atocha) (línea 1)  Bus: 19  Bicimad: Estación 65 (calle Antonio Maura, 15)  Renfe: Atocha (C1, C2, C3, C4, C5, C7, C10)  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a66e19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,915 597 014 / 915 597 114,EMAIL,turquia@ktb.gov.tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,ANTONIO MAURA,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,18,PLANTA,2º,PUERTA,D,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28014,COD-BARRIO,5,BARRIO,LOS JERONIMOS,COD-DISTRITO,3,DISTRITO,RETIRO,COORDENADA-X,441480,COORDENADA-Y,4474203,LATITUD,40.416395587157496,LONGITUD,-3.6897865586854928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,7841,NOMBRE,Oficina de Turismo de Túnez,TRANSPORTE,"Metro: San Bernardo (líneas 2, 4),  Quevedo (línea 2)  Bus: 3, 37, 149  Bicimad: Estación 3 (Plaza del Conde Suchil 2-4)",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,TIPO,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=145e19d41471c010VgnVCM1000000b205a0aRCRD,,TELEFONO,915 481 435,FAX,915 483 705,EMAIL,info.madrid@discovertunisia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOMBRE-VIA,RODRIGUEZ SAN PEDRO,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,2,PUERTA,Oficina 1108,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28015,COD-BARRIO,2,BARRIO,ARAPILES,COD-DISTRITO,7,DISTRITO,CHAMBERI,COORDENADA-X,440158,COORDENADA-Y,4475899,LATITUD,40.43158083851068,LONGITUD,-3.7055131033895483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,5405423,NOMBRE,Oficina de Turismo de Venezuela,TRANSPORTE,"Metro: Santiago Bernabeu (línea 10), Cuzco (línea 10), Nuevos Ministerios (línea 6, 8, 10)  Bus: 43, 149, 5  Bicimad: Estación 156 (calle Sor Ángela de la Cruz, 2)  Cercanías: Nuevos Ministerios (C1, C2, C3, C4, C7, C8, C10)  Aparcamiento: Orense (22), avenida General Perón, 27",DESCRIPCION,Localizada en la Embajada de Venezuela,ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIPO,,,,,,,,es,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2457116bb1653210VgnVCM2000000c205a0aRCRD,NOMBRE-VIA,POETA JOAN MARAGALL,CLASE-VIAL,CALLE,TIPO-NUM,V,NUM,1,PLANTA,13,ORIENTACION,EDIFICIO EUROCENTRO,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28020,COD-BARRIO,2,BARRIO,CUATRO CAMINOS,COD-DISTRITO,6,DISTRITO,TETUAN,COORDENADA-X,441251,COORDENADA-Y,4478298,TELEFONO,915 981 200,FAX,915 971 583,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LATITUD,40.453269184872156,LONGITUD,-3.6928523641457414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,190857,NOMBRE,Oficina de Turismo de la Comunidad de Madrid. Aeropuerto Adolfo Suárez Madrid Barajas (T4) - (T1),HORARIO,"T4: Lunes a sábado, de 8 a 20 horas. Domingos y festivos, de 9 a 14 horas.  T1: Lunes a sábado, de 8 a 15:30 horas. Domingos y festivos, de 9 a 14 horas. (Cerrada temporalmente)  Cerradas los días 1 de enero, 1 de mayo y 25 de diciembre.",TRANSPORTE,Metro: Línea 8 - estación Aeropuerto T-4   Bus: Línea 201 Barajas - Aeropuerto T4,ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIPO,,,,,,,,es,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28aa8f79e9c70110VgnVCM1000000b205a0aRCRD,NOMBRE-VIA,HISPANIDAD,CLASE-VIAL,AVENIDA,TIPO-NUM,V,NUM,2,ORIENTACION,Llegadas internacionales T4 - Sala 11 y T1,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28042,COD-BARRIO,2,BARRIO,AEROPUERTO,COD-DISTRITO,21,DISTRITO,BARAJAS,COORDENADA-X,450312,COORDENADA-Y,4478080,LATITUD,40.45188738242834,TELEFONO,913 338 247,EMAIL,turismo@madrid.org,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONGITUD,-3.5859807207200376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EntidadesYOrganismos,ID-ENTIDAD,68611,NOMBRE,Oficina de Turismo de la Comunidad de Madrid. Estación de Atocha,HORARIO,"De lunes a sábado de 8 a 15:30 horas. Domingos y festivos de 9 a 14 horas. Cerrado 1 enero, 1 mayo y 25 diciembre.",TRANSPORTE,"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 27, 34, C03, C1, 59, 6, 85, E1, 102, 86, C2, 001, 10, 14, 119, 36, 41, 19, 45, 26, 32  Renfe: Atocha (C1, C2, C3, C4, C5, C7, C10)  Bicimad: Estación 50 (calle Santa Isabel, 57) / Estación 51 (Ronda Atocha, 2)  Aparcamiento: Sánchez Bustillo (37), calle Sánchez Bustillo",ACCESIBILIDAD,,CONTENT-URL,,LOCALIZACION,,DATOSCONTACTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIPO,,,,,,,,es,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f1f96e2cf41c010VgnVCM2000000c205a0aRCRD,NOMBRE-VIA,EMPERADOR CARLOS V,CLASE-VIAL,PLAZA,TIPO-NUM,V,NUM,3,ORIENTACION,VESTÍBULO DEL AVE,LOCALIDAD,MADRID,PROVINCIA,MADRID,CODIGO-POSTAL,28045,COD-BARRIO,7,BARRIO,ATOCHA,COD-DISTRITO,2,DISTRITO,ARGANZUELA,COORDENADA-X,441257,COORDENADA-Y,4473263,LATITUD,40.4079119564538,TELEFONO,915 284 630,EMAIL,turismo@madrid.org,/contenido/entidadesYorganismos/OficinasTurismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONGITUD,-3.6923163004968975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
