dataset;X;Y;OBJECTID;ID;NOMBRE;MODALIDAD;TIPO;DIRECCION;MUNICIPIO;TELEFONO;UTM_X;UTM_Y;PLAZAS;SIGNATURA;OBSERVACIO;Estado;Est_LLav
alojamientos;-19.982.477.747;33.324.219.255;457;502;Casa Ecofinca Plátano;Extrahotelera;Casa Rural;La Flamenca;Tijarafe;922489096;211610;3173863;3;CR-149;UE;Tramitado;0
alojamientos;-19.988.764.804;33.406.064.358;458;503;Casa El Topo;Extrahotelera;Casa Rural;El Topo, 1;Tijarafe;922444056;211235;3181027;3;CR-157;UE;Tramitado;0
alojamientos;-19.975.473.211;33.362.102.866;459;504;Casa Los Abuelos;Extrahotelera;Casa Rural;Arecida, 16;Tijarafe; ;212307;3177158;7;CR-159;UCU;Tramitado;0
alojamientos;-19.975.067.415;33.348.824.622;460;505;Casa I. Campana;Extrahotelera;Casa Rural;La Punta, 34;Tijarafe; ;212314;3175997;4;CR-168;UE;Tramitado;0
alojamientos;-19.976.247.837;33.334.764.491;461;506;Casa Medel;Extrahotelera;Casa Rural;Ctra. La Costa, 14. La Punta;Tijarafe; ;212180;3174771;4;CR-169;UE;Tramitado;0
alojamientos;-19.992.152.031;33.388.256.697;462;507;Casa Pajero de La Burra;Extrahotelera;Casa Rural;Cmno. El Porís, 11;Tijarafe; ;210899;3179479;2;CR-174;UE;Tramitado;0
alojamientos;-19.968.106.625;33.349.592.266;463;508;Casa Tía Rosalía;Extrahotelera;Casa Rural;Las Cabezadas, 15;Tijarafe;922489014;212927;3176049;3;CR-175;UE;Tramitado;0
alojamientos;-19.985.757.667;33.378.353.454;464;509;Casa El Jesús;Extrahotelera;Casa Rural;Cmno. El Jesús, 7;Tijarafe; ;211439;3178600;3;CR-180;UE;Tramitado;0
alojamientos;-19.979.546.817;33.368.926.774;465;510;Casa La Tías;Extrahotelera;Casa Rural;Los Gomeros, 10;Tijarafe; ;211964;3177763;2;CR-191;UE;Tramitado;0
alojamientos;-19.970.959.878;33.378.183.165;466;511;Casa Las Pareditas;Extrahotelera;Casa Rural;Cmno. El Pinar, 99;Tijarafe; ;212738;3178553;3;CR-194;UE;Tramitado;0
alojamientos;-19.977.807.729;3.332.828.308;467;512;Casa Lorenzo;Extrahotelera;Casa Rural;Lomo Los Pérez;Tijarafe;922290802;212029;3174208;2;CR-207;UE;Tramitado;0
alojamientos;-19.977.277.082;33.327.071.825;468;513;Casa Los García;Extrahotelera;Casa Rural;La Punta, 10;Tijarafe;922290802;212073;3174101;4;CR-208;UE;Tramitado;0
alojamientos;-19.965.049.639;33.367.969.922;469;514;Casa Nuria;Extrahotelera;Casa Rural;Cmno. La Barbilla, 4B;Tijarafe; ;213235;3177648;4;CR-211;UE;Tramitado;0
alojamientos;-1.998.104.647;33.378.962.958;470;515;Casa Fide;Extrahotelera;Casa Rural;El Vendaval, 9B;Tijarafe;922181341;211854;3178643;3;CR-215;UE;Tramitado;0
alojamientos;-19.975.259.273;33.376.107.536;471;516;Casa Bella Sombra;Extrahotelera;Casa Rural;Cmno. El Pinar, 33;Tijarafe; ;212356;3178381;4;CR-213;UCP;Tramitado;0
alojamientos;-19.984.524.917;33.370.382.602;472;517;Viv. Tur.;Extrahotelera;Vivienda turística;El Pajonal. El Jesús;Tijarafe; ;211530;3177901;2;VT-52; ;Tramitado;0
alojamientos;-19.983.851.824;33.371.257.868;473;518;Viv. Tur.;Extrahotelera;Vivienda turística;El Pajonal. El Jesús;Tijarafe; ;211591;3177976;4;VT-53; ;Tramitado;0
alojamientos;-19.980.851.529;33.341.882.862;474;519;Casa El Tributo;Extrahotelera;Vivienda turística;Pista El Correo, 6. La Punta;Tijarafe;922490601;211791;3175403;4;VT-110; ;Tramitado;0
alojamientos;-19.962.877.612;33.382.515.962;475;520;Casa La Cruz de El Llano;Extrahotelera;Vivienda turística;Cruz de El Llano, 2. El Pinar;Tijarafe; ;213457;3178914;4;VT-111; ;Tramitado;0
alojamientos;-19.979.072.834;33.340.851.277;476;521;Casa La Esquinita;Extrahotelera;Vivienda turística;Pista del Correo, 9. La Punta;Tijarafe; ;211945;3175309;4;VT-112; ;Tramitado;0
alojamientos;-19.981.208.985;33.340.214.554;477;522;Casa La Carpintera;Extrahotelera;Vivienda turística;Pista del Correo, 8. La Punta;Tijarafe; ;211756;3175258;2;VT-113; ;Tramitado;0
alojamientos;-19.996.277.242;33.396.637.084;478;523;Casa El Naranjo;Extrahotelera;Vivienda turística;El Aserradero;Tijarafe; ;210555;3180220;4;VT-120; ;Tramitado;0
alojamientos;-19.995.137.035;33.400.272.062;479;524;Casa El Lomito;Extrahotelera;Vivienda turística;El Lomito. Aguatavar;Tijarafe; ;210663;3180535;2;VT-121; ;Tramitado;0
alojamientos;-19.969.656.231;33.345.456.612;480;525;Casa Dos Caminos;Extrahotelera;Vivienda turística;Las Cabezadas. La Punta;Tijarafe; ;212782;3175691;4;VT-122; ;Tramitado;0
alojamientos;-19.966.817.419;33.349.486.833;481;526;Casa La Tías II;Extrahotelera;Vivienda turística;Las Cabezadas;Tijarafe; ;213040;3176037;2;VT-133; ;Tramitado;0
alojamientos;-19.966.810.522;33.349.670.126;482;527;Casa La Tías I;Extrahotelera;Vivienda turística;Las Cabezadas;Tijarafe; ;213041;3176053;2;VT-134; ;Tramitado;0
alojamientos;-19.990.374.464;33.396.063.227;483;528;Casa Las Tierras Viejas;Extrahotelera;Vivienda turística;Las Tierras Viejas;Tijarafe; ;211072;3180157;4;VT-136; ;Tramitado;0
alojamientos;-19.974.954.446;33.350.715.864;484;529;Casa El Lomito;Extrahotelera;Vivienda turística;El Lomito;Tijarafe;922490106;212328;3176162;3;VT-192; ;Tramitado;0
alojamientos;-19.981.919.408;33.341.787.658;485;530;Casa Salto del Perro;Extrahotelera;Vivienda turística;Salto del Perro;Tijarafe; ;211697;3175397;4;VT-194; ;Tramitado;0
alojamientos;-19.980.870.682;33.343.587.612;486;531;Casa Sillón de Piedra;Extrahotelera;Vivienda turística;La Callejeta, 19;Tijarafe;922490215;211793;3175552;2;VT-206; ;Tramitado;0
alojamientos;-19.983.511.548;33.398.123.403;487;532;Casa Morro Corona;Extrahotelera;Vivienda turística;Morro Corona. Bertoldo;Tijarafe; ;211679;3180322;7;VT-209; ;Tramitado;0
alojamientos;-19.968.469.568;33.371.834.414;488;533;Casa Bonita;Extrahotelera;Vivienda turística;Cmno. del Pinar, 22;Tijarafe;922491331;212943;3177993;2;VT-230; ;Tramitado;0
alojamientos;-19.966.926.835;33.349.770.254;489;534;Casa Brava;Extrahotelera;Vivienda turística;Las Cabezadas, 5;Tijarafe; ;213031;3176062;2;VT-231; ;Tramitado;0
alojamientos;-19.981.395.483;33.370.471.913;490;535;Casa Fis;Extrahotelera;Vivienda turística;El Jesús, 4;Tijarafe;922490106;211805;3177902;4;VT-241; ;Tramitado;0
alojamientos;-19.968.767.621;33.344.505.814;491;536;Casa Las Cabezadas;Extrahotelera;Vivienda turística;Las Cabezadas, 35;Tijarafe;922463204;212858;3175606;6;VT-257; ;Tramitado;0
alojamientos;-19.975.480.518;33.364.254.576;492;537;Casa Karl;Extrahotelera;Vivienda turística;Los Barreros, 22;Tijarafe;922491334;212311;3177346;4;VT-274; ;Tramitado;0
alojamientos;-19.981.321.236;33.374.857.964;493;538;Casa Goro;Extrahotelera;Vivienda turística;El Jesús;Tijarafe; ;211821;3178285;2;VT-297; ;Tramitado;0
alojamientos;-19.979.425.398;33.376.026.935;494;539;Casa Pablo;Extrahotelera;Vivienda turística;El Jesús;Tijarafe; ;211990;3178383;5;VT-298; ;Tramitado;0
alojamientos;-19.981.845.295;33.343.403.167;495;540;Casa Inés;Extrahotelera;Vivienda turística;La Callejeta, 12;Tijarafe; ;211707;3175538;2;VT-299; ;Tramitado;0
alojamientos;-19.965.166.736;33.336.938.627;496;541;Casa Ludi;Extrahotelera;Vivienda turística;Amagar, 17;Tijarafe; ;213158;3174937;2;VT-300; ;Tramitado;0
alojamientos;-19.973.370.408;33.373.853.519;497;542;Casa Arndt;Extrahotelera;Vivienda turística;El Ganigo, 7;Tijarafe;922463204;212517;3178180;4;VT-301; ;Tramitado;0
alojamientos;-19.981.143.049;33.343.088.729;498;543;Casa Cuatro Palmas;Extrahotelera;Vivienda turística;Salto del Perro, 21;Tijarafe;922491226;211768;3175509;3;VT-302; ;Tramitado;0
alojamientos;-19.967.522.388;3.338.058.078;499;544;Casa Pío;Extrahotelera;Vivienda turística;El Vendaval, 77;Tijarafe;922497160;213045;3178755;2;VT-312; ;Tramitado;0
alojamientos;-19.968.200.649;33.377.587.595;500;545;Casa Víctor;Extrahotelera;Vivienda turística;El Pinar, 42;Tijarafe; ;212979;3178495;3;VT-313; ;Tramitado;0
alojamientos;-2.000.378.947;33.425.818.779;501;555;La Ermita;Extrahotelera;Villa;Cmno. La Ermita;Tijarafe;646826164;209959;3182785;0; ; ;Tramitado;0
alojamientos;-19.902.700.725;33.504.309.797;502;563;Roque Faro;Hotelera;Pensión;Roque Faro;Villa de Garafía;922400046;218998;3189419;12;H-38/5/0017-1;P/*;Tramitado;1
alojamientos;-19.902.257.339;33.510.508.404;503;564;Casa El Topo;Extrahotelera;Casa Rural;El Topo, 5;Villa de Garafía;922430625;219050;3189959;3;CR-7;UE;Tramitado;0
alojamientos;-19.962.245.975;33.540.743.883;504;565;Casa El Jaral;Extrahotelera;Casa Rural;El Jaral, 7;Villa de Garafía;922430625;213853;3192726;2;CR-8;UE;Tramitado;0
alojamientos;-19.980.092.811;33.522.363.752;505;566;Casa La Herbilla;Extrahotelera;Casa Rural;Las Herbilla;Villa de Garafía;922430625;212248;3191161;3;CR-9;UE;Tramitado;0
alojamientos;-20.003.292.376;3.348.610.223;506;567;Casa Los Cardones;Extrahotelera;Casa Rural;La Pelada. Las Tricias;Villa de Garafía;922430625;210134;3188047;4;CR-10;UE;Tramitado;0
alojamientos;-19.992.401.462;33.484.931.698;507;568;Casa El Frontón;Extrahotelera;Casa Rural;El Frontón. Las Tricias;Villa de Garafía;922430625;211087;3187921;4;CR-11;UE;Tramitado;0
alojamientos;-19.983.413.467;33.511.417.417;508;569;Casa Margarita;Extrahotelera;Casa Rural;Faya Machorra;Villa de Garafía;922430625;211933;3190213;4;CR-12;UE;Tramitado;0
alojamientos;-19.899.550.673;33.544.853.119;509;570;Casa Maruca;Extrahotelera;Casa Rural;Las Cuevitas. El Tablado;Villa de Garafía;922430625;219360;3192950;5;CR-14;UE;Tramitado;0
alojamientos;-19.899.538.028;33.508.362.997;510;571;Casa El Valle;Extrahotelera;Casa Rural;Roque Faro;Villa de Garafía;922430625;219284;3189766;4;CR-31;UE;Tramitado;0
alojamientos;-20.000.050.721;33.478.565.155;511;572;Casa Cmno. Real;Extrahotelera;Casa Rural;Cruz del Llanito, 24;Villa de Garafía;922400078;210402;3187382;3;CR-41;UE;Tramitado;0
alojamientos;-19.986.566.147;33.494.621.265;512;573;Casa María Presentación;Extrahotelera;Casa Rural;El Castillo;Villa de Garafía;922463340;211620;3188754;3;CR-55;UE;Tramitado;0
alojamientos;-19.979.340.256;33.480.789.888;513;574;Casa La Podona;Extrahotelera;Casa Rural;El Castillo;Villa de Garafía; ;212224;3187531;3;CR-56;UE;Tramitado;0
alojamientos;-19.966.927.639;33.532.673.559;514;575;Casa Lomo de La Cruz;Extrahotelera;Casa Rural;Lomo de La Cruz;Villa de Garafía; ;213425;3192032;3;CR-72;UE;Tramitado;0
alojamientos;-19.936.867.655;33.497.858.775;515;576;Casa Las Agujas;Extrahotelera;Casa Rural;Las Agujas;Villa de Garafía; ;215987;3188929;4;CR-84;UE;Tramitado;0
alojamientos;-19.982.339.269;33.538.065.808;516;577;Casa Los Hondos;Extrahotelera;Casa Rural;Los Hondos;Villa de Garafía; ;212085;3192536;5;CR-85;UE;Tramitado;0
alojamientos;-19.902.448.315;3.354.159.609;517;578;Casa La Gemela;Extrahotelera;Casa Rural;El Tablado, 75;Villa de Garafía;922462735;219099;3192672;6;CR-96;UCU;Tramitado;0
alojamientos;-19.901.272.434;33.546.266.872;518;579;Casa Fema;Extrahotelera;Casa Rural;El Charco. El Tablado;Villa de Garafía;922430625;219212;3193077;5;CR-103;UE;Tramitado;0
alojamientos;-19.966.939.306;33.492.818.712;519;580;Casa El Colmenero;Extrahotelera;Casa Rural;El Colmenero;Villa de Garafía; ;213338;3188554;5;CR-110;UE;Tramitado;0
alojamientos;-19.972.202.091;33.551.453.843;520;581;Casa Basilisa;Extrahotelera;Casa Rural;Santo Domingo;Villa de Garafía;922430625;213003;3193682;5;CR-111;UE;Tramitado;0
alojamientos;-19.974.584.627;33.540.792.245;521;582;Casa Barranquito;Extrahotelera;Casa Rural;Ramón y Cajal;Villa de Garafía;922430625;212771;3192757;3;CR-112;UE;Tramitado;0
alojamientos;-1.995.119.143;3.349.533.998;522;583;Casa Mario;Extrahotelera;Casa Rural;Hoya Grande;Villa de Garafía;922430625;214725;3188740;4;CR-114;UE;Tramitado;0
alojamientos;-19.985.844.586;3.353.181.226;523;584; Casa El Calvario;Extrahotelera;Casa Rural;El Calvario;Villa de Garafía; ;211764;3191998;3;CR-139;UE;Tramitado;0
alojamientos;-19.968.156.751;33.467.229.603;524;585;Casa El Riachuelo;Extrahotelera;Casa Rural;Carretera de Montaña, Km. 2;Villa de Garafía; ;213176;3186323;2;CR-140;UE;Tramitado;0
alojamientos;-19.975.057.089;33.531.749.187;525;586;Casa Mona;Extrahotelera;Casa Rural;La Piedra;Villa de Garafía; ;212710;3191969;5;CR-141;UE;Tramitado;0
alojamientos;-19.994.820.328;33.480.437.545;526;587;Casa La Pelada;Extrahotelera;Casa Rural;La Pelada, 10;Villa de Garafía; ;210865;3187534;2;CR-150;UE;Tramitado;0
alojamientos;-19.983.766.518;33.516.015.135;527;588;Casa Panchita;Extrahotelera;Casa Rural;Cueva de Agua, 41;Villa de Garafía; ;211912;3190615;2;CR-155;UE;Tramitado;0
alojamientos;-19.959.347.204;33.494.645.464;528;589;Casa de Abuelo;Extrahotelera;Casa Rural;Hoya Grande;Villa de Garafía; ;214008;3188697;3;CR-183;UE;Tramitado;0
alojamientos;-19.983.128.832;33.528.957.714;529;590;Casa Dos Aguas;Extrahotelera;Casa Rural;El Calvario, 16;Villa de Garafía; ;211996;3191743;3;CR-186;UE;Tramitado;0
alojamientos;-1.996.249.821;33.502.278.475;530;591;Casa Media Luna;Extrahotelera;Casa Rural;Media Luna. Cueva de Agua;Villa de Garafía; ;213748;3189370;3;CR-195;UE;Tramitado;0
alojamientos;-19.973.486.744;3.353.649.872;531;592;Casa Carmita;Extrahotelera;Casa Rural;Las Cabezadas. Santo Domingo;Villa de Garafía; ;212858;3192380;3;CR-196;UE;Tramitado;0
alojamientos;-19.966.297.055;33.516.771.191;532;593;Casa Las Llanadas;Extrahotelera;Casa Rural;Las Llanadas. Llano Negro;Villa de Garafía; ;213446;3190643;4;CR-201;UE;Tramitado;0
alojamientos;-19.963.507.537;33.542.431.782;533;595;Casa Los Barranquitos;Extrahotelera;Casa Rural;El Jaral, 50;Villa de Garafía; ;213746;3192876;3;CR-209;UE;Tramitado;0
alojamientos;-1.998.719.956;3.353.035.727;534;596;Casa La Campana;Extrahotelera;Casa Rural;El Calvario;Villa de Garafía; ;211642;3191874;3;CR-210;UE;Tramitado;0
alojamientos;-19.979.867.454;33.527.549.307;535;597;Casa Micaela;Extrahotelera;Casa Rural;La Piedra;Villa de Garafía; ;212279;3191613;3;CR-218;UE;Tramitado;0
alojamientos;-19.968.721.809;33.480.481.283;536;598;Casa Furuco;Extrahotelera;Casa Rural;Cmno. Los Codesos, El Castillo;Villa de Garafía; ;213155;3187481;3;CR-221;UE;Tramitado;0
alojamientos;-1.998.646.369;3.349.416.553;537;599;Casa Azul Uerdingen;Extrahotelera;Casa Rural;El Castillo, 15;Villa de Garafía; ;211628;3188714;2;CR-222;UE;Tramitado;0
alojamientos;-19.901.948.841;3.350.906.061;538;600;Casa Rural;Extrahotelera;Casa Rural;Roque Faro;Villa de Garafía; ;219074;3189832;2;CR-224;UE;Tramitado;0
alojamientos;-20.006.807.463;33.484.455.843;539;601;Viv. Tur. (Casa Blanca);Extrahotelera;Vivienda turística;Ladera La Pitera. Las Tricias;Villa de Garafía; ;209822;3187911;2;VT-6; ;Tramitado;0
alojamientos;-19.998.342.612;33.477.244.728;540;602;Viv. Tur.(Lomo de Las Piedras);Extrahotelera;Vivienda turística;Lomo Las Piedras, 33. Las Tricias;Villa de Garafía; ;210549;3187263;2;VT-9; ;Tramitado;0
alojamientos;-19.949.489.531;33.491.933.329;541;603;Casa Hoya Grande;Extrahotelera;Vivienda turística;El Bailadero;Villa de Garafía; ;214867;3188439;6;VT-90; ;Tramitado;0
alojamientos;-20.000.824.852;33.495.513.074;542;605;Casa Mil Estrellas;Extrahotelera;Vivienda turística;El Castillo, 12;Villa de Garafía; ;210371;3188863;3;VT-180; ;Tramitado;0
alojamientos;-20.006.142.838;33.485.686.933;543;606;Casa Las Tricias;Extrahotelera;Vivienda turística;Las Tricias;Villa de Garafía;922463204;209883;3188017;4;VT-219; ;Tramitado;0
alojamientos;-20.008.800.994;33.504.559.066;544;607;Casa Platero;Extrahotelera;Vivienda turística;Lomada Grande;Villa de Garafía; ;209691;3189670;4;VT-332; ;Tramitado;0
alojamientos;-19.782.810.995;33.269.086.835;545;608;Arminda;Hotelera;Hotel;Lodero, 181;Villa de Mazo;922428432;229037;3168624;10;H-38/5/0038;H/*;Tramitado;1
alojamientos;-19.781.014.153;33.251.856.639;546;609;Casa El Pósito;Extrahotelera;Casa Rural;Los Callejones, 91;Villa de Mazo;922430625;229160;3167114;8;CR-20;UE;Tramitado;0
alojamientos;-19.783.020.602;33.253.502.704;547;610;Casa Madrina;Extrahotelera;Casa Rural;Los Callejones, 64;Villa de Mazo;922430625;228987;3167262;6;CR-21;UE;Tramitado;0
alojamientos;-1.981.664.716;33.187.182.002;548;611;Casa Valentina I;Extrahotelera;Casa Rural;Tigalate;Villa de Mazo; ;225896;3161531;2;CR-43;UE;Tramitado;0
alojamientos;-1.981.664.716;33.187.182.002;549;612;Casa Valentian II;Extrahotelera;Casa Rural;Tigalate;Villa de Mazo; ;225896;3161531;2;CR-44;UE;Tramitado;0
alojamientos;-19.789.963.604;3.321.516.681;550;613;Casa Dos Agual y Casa Rubel;Extrahotelera;Casa Rural;Malpaíses de Abajo, 56A y 56B;Villa de Mazo; ;228299;3163924;6;CR-45;UE;Tramitado;0
alojamientos;-19.814.993.053;33.188.432.687;551;614;Casa Los Volcanes;Extrahotelera;Casa Rural;Tigalate;Villa de Mazo; ;226044;3161637;3;CR-46;UE;Tramitado;0
alojamientos;-19.793.255.028;33.283.714.689;552;615;Casa Carmen de La Rosa;Extrahotelera;Casa Rural;Cuesta de Anselmo;Villa de Mazo; ;228149;3169924;4;CR-48;UE;Tramitado;0
alojamientos;-19.790.690.865;33.283.568.716;553;616;Casa Sitio de La Rosa I;Extrahotelera;Casa Rural;Monte Breña, 117;Villa de Mazo; ;228374;3169906;2;CR-50;UE;Tramitado;0
alojamientos;-19.790.619.176;33.283.421.667;554;617;Casa Sitio de La Rosa II;Extrahotelera;Casa Rural;Monte Breña, 118;Villa de Mazo; ;228380;3169893;3;CR-51;UE;Tramitado;0
alojamientos;-19.795.728.498;33.202.271.888;555;618;Casa Daniel;Extrahotelera;Casa Rural;Malpaíses;Villa de Mazo; ;227766;3162808;3;CR-54;UE;Tramitado;0
alojamientos;-19.784.516.758;33.229.073.146;556;619;Casa Lomo Oscuro;Extrahotelera;Casa Rural;Lomo Oscuro;Villa de Mazo; ;228806;3165129;4;CR-60;UE;Tramitado;0
alojamientos;-1.979.136.024;3.326.527.262;557;620;Casa Finca Marisol;Extrahotelera;Casa Rural;El Poleal, 16;Villa de Mazo; ;228278;3168308;5;CR-61;UCP;Tramitado;0
alojamientos;-1.979.045.807;33.283.837.285;558;621;Casa Fidel;Extrahotelera;Casa Rural;Monte Breña, 119B;Villa de Mazo; ;228395;3169929;2;CR-66;UE;Tramitado;0
alojamientos;-19.779.884.801;33.252.226.057;559;622;Casa Callejones;Extrahotelera;Casa Rural;Callejones;Villa de Mazo; ;229260;3167144;3;CR-73;UE;Tramitado;0
alojamientos;-19.788.713.923;33.256.629.765;560;623;Casa Antonio;Extrahotelera;Casa Rural;Cmno. La Mayata, 1;Villa de Mazo; ;228493;3167547;3;CR-75;UE;Tramitado;0
alojamientos;-19.793.371.227;33.254.313.452;561;624;Casa Raúl;Extrahotelera;Casa Rural;Doctor Manuel Martel Sangil, 8;Villa de Mazo; ;228079;3167354;4;CR-76;UE;Tramitado;0
alojamientos;-19.784.743.641;33.229.044.989;562;625;Casa La Reverica;Extrahotelera;Casa Rural;Lomo Oscuro;Villa de Mazo; ;228786;3165127;4;CR-78;UE;Tramitado;0
alojamientos;-19.785.643.127;33.263.598.758;563;626;Casa Iluminado;Extrahotelera;Casa Rural;El Roquito;Villa de Mazo; ;228777;3168150;3;CR-83;UE;Tramitado;0
alojamientos;-19.789.507.258;33.288.984.895;564;627;Casa La Ventita;Extrahotelera;Casa Rural;Monte Breña, 140;Villa de Mazo; ;228489;3170377;2;CR-86;UE;Tramitado;0
alojamientos;-19.788.792.113;33.278.728.128;565;628;Casa Sitio La Vieja;Extrahotelera;Casa Rural;La Rosa;Villa de Mazo; ;228531;3169479;4;CR-97;UE;Tramitado;0
alojamientos;-19.794.848.989;33.264.081.499;566;629;Casa El Aljibe;Extrahotelera;Casa Rural;La Rosa;Villa de Mazo; ;227969;3168211;12;CR-101;UCU;Tramitado;0
alojamientos;-19.789.419.671;33.216.242.915;567;631;Casa Pira;Extrahotelera;Casa Rural;Malpaíses, 58;Villa de Mazo; ;228349;3164017;3;CR-109;UE;Tramitado;0
alojamientos;-19.782.154.759;33.279.615.136;568;632;Casa Salazar;Extrahotelera;Casa Rural;Monte Breña, 68;Villa de Mazo;922430625;229116;3169543;8;CR-115;UCU;Tramitado;0
alojamientos;-19.790.555.422;33.283.617.643;569;633;Casa Sitio La Rosa;Extrahotelera;Casa Rural;Monte Breña, 119;Villa de Mazo; ;228386;3169910;3;CR-116;UE;Tramitado;0
alojamientos;-19.788.538.359;33.226.360.651;570;634;Casa Belmaco;Extrahotelera;Casa Rural;Lomo Oscuro, 33;Villa de Mazo;922430625;228447;3164900;4;CR-117;UE;Tramitado;0
alojamientos;-19.784.999.559;33.264.311.527;571;635;Casa Rosa María;Extrahotelera;Casa Rural;Monte Pueblo, 43;Villa de Mazo;922430625;228835;3168211;4;CR-118;UE;Tramitado;0
alojamientos;-19.790.649.785;33.265.552.312;572;636;Casa Celeste y Sabina;Extrahotelera;Casa Rural;Cmno. La Alameda, 1;Villa de Mazo;922430625;228341;3168331;9;CR-119;UE;Tramitado;0
alojamientos;-19.825.748.548;33.180.977.471;573;637;Casa Puente Roto;Extrahotelera;Casa Rural;Puente Roto, Tigalate, 101;Villa de Mazo;922430625;225083;3161007;5;CR-120;UE;Tramitado;0
alojamientos;-19.783.950.492;33.261.258.993;574;638;Casa El Molino;Extrahotelera;Casa Rural;Monte Pueblo;Villa de Mazo;922430625;228921;3167942;5;CR-122;UE;Tramitado;0
alojamientos;-19.791.926.541;33.264.664.571;575;639;Casa Juana Quinta;Extrahotelera;Casa Rural;Cmno. La Alameda, 17;Villa de Mazo; ;228227;3168256;4;CR-133;UE;Tramitado;0
alojamientos;-19.816.510.759;33.187.185.209;576;640;Casa Valentina III;Extrahotelera;Casa Rural;Tigalate, 101;Villa de Mazo; ;225908;3161531;2;CR-144;UE;Tramitado;0
alojamientos;-1.979.394.736;33.285.597.605;577;641;Casa Guti;Extrahotelera;Casa Rural;La Rosa, 84;Villa de Mazo; ;228092;3170090;4;CR-166;UCU;Tramitado;0
alojamientos;-19.795.044.904;33.258.780.909;578;642;Casa Tía Carmen;Extrahotelera;Casa Rural;Cmno. Las Toscas, 41;Villa de Mazo; ;227941;3167748;5;CR-167;UE;Tramitado;0
alojamientos;-19.815.941.601;33.191.074.116;579;643;Casa Sabrina;Extrahotelera;Casa Rural;Tigalate, 14-16;Villa de Mazo; ;225966;3161870;6;CR-172;UE;Tramitado;0
alojamientos;-19.815.900.056;33.190.754.986;580;644;Casa Sabrina 2;Extrahotelera;Casa Rural;Tigalate;Villa de Mazo; ;225969;3161842;3;CR-173;UE;Tramitado;0
alojamientos;-19.795.105.787;33.208.300.561;581;645;Casa Inés Ríos y Dª Julia;Extrahotelera;Casa Rural;Malpaíses de Abajo, 21B y 22;Villa de Mazo; ;227833;3163334;6;CR-184;UE;Tramitado;0
alojamientos;-19.830.350.951;33.161.848.267;582;646;Casa La Era;Extrahotelera;Casa Rural;Montes de Luna;Villa de Mazo; ;224639;3159343;3;CR-185;UE;Tramitado;0
alojamientos;-19.789.225.282;33.217.185.094;583;647;Casa Los Draguitos;Extrahotelera;Casa Rural;Ctra. General El Hoyo, 69;Villa de Mazo; ;228368;3164099;6;CR-187;UE;Tramitado;0
alojamientos;-19.795.054.905;3.325.478.879;584;648;Casa Las Toscas;Extrahotelera;Casa Rural;Cmno. Las Toscas, 6;Villa de Mazo; ;227932;3167399;2;CR-193;UE;Tramitado;0
alojamientos;-1.979.731.167;33.282.944.759;585;649;Casa Felipe Lugo;Extrahotelera;Casa Rural;La Rosa, 101A;Villa de Mazo; ;227791;3169865;3;CR-199;UE;Tramitado;0
alojamientos;-19.795.047.401;33.232.338.242;586;650;Casa Claudio;Extrahotelera;Casa Rural;La Sabina, 7;Villa de Mazo; ;227887;3165436;2;CR-212;UE;Tramitado;0
alojamientos;-19.796.563.001;33.282.069.953;587;651;Casa Hermana;Extrahotelera;Casa Rural;La Rosa, 106;Villa de Mazo; ;227855;3169787;3;CR-214;UE;Tramitado;0
alojamientos;-19.822.290.402;33.181.424.764;588;652;Casa El Diamante;Extrahotelera;Casa Rural;Cruce Puente Roto, 108A;Villa de Mazo; ;225388;3161039;5;CR-219;UE;Tramitado;0
alojamientos;-19.797.665.462;33.279.550.194;589;653;Casa Rural;Extrahotelera;Casa Rural;La Rosa, 113;Villa de Mazo; ;227753;3169569;6;CR-223;UE;Tramitado;0
alojamientos;-19.791.209.082;33.255.782.278;590;654;Alisios, Los;Extrahotelera;Apartamento;Mª Carmen Martínez Jerez, 4;Villa de Mazo; ;228272;3167478;8;E-38/5/006400-0;A/1LL;Tramitado;1
alojamientos;-19.791.110.938;33.256.951.252;591;655;Alfa-Alfa;Extrahotelera;Apartamento;Maximiliano Pérez Díaz, 9;Villa de Mazo; ;228283;3167580;8;E-38/5/0100;A/1LL;Tramitado;1
alojamientos;-19.790.747.199;33.287.480.059;592;656;Viv. Tur.;Extrahotelera;Vivienda turística;Monte Breña, 135;Villa de Mazo; ;228377;3170248;2;VT-43; ;Tramitado;0
alojamientos;-19.766.998.594;33.230.646.503;593;657;Viv. Tur.;Extrahotelera;Vivienda turística;Playa del Pósito;Villa de Mazo; ;230349;3165231;2;VT-50; ;Tramitado;0
alojamientos;-19.809.136.429;33.187.964.278;594;658;Viv. Tur.;Extrahotelera;Vivienda turística;El Sitio, 158. Tigalate;Villa de Mazo; ;226558;3161584;6;VT-76; ;Tramitado;0
alojamientos;-19.786.141.564;33.284.693.161;595;659;Viv. Tur.;Extrahotelera;Vivienda turística;Monte Bodega II;Villa de Mazo; ;228776;3169995;2;VT-77; ;Tramitado;0
alojamientos;-19.786.141.564;33.284.693.161;596;660;Viv. Tur.;Extrahotelera;Vivienda turística;Monte Bodega I;Villa de Mazo; ;228776;3169995;2;VT-78; ;Tramitado;0
alojamientos;-19.783.712.123;33.274.110.597;597;661;Viv. Tur.;Extrahotelera;Vivienda turística;Hoyo de Mazo;Villa de Mazo; ;228968;3169065;2;VT-79; ;Tramitado;0
