idpoi;title;layer;type;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8962;Vigomemorial-Hostelería;restaurantes;57;Restaurante de 1 Tenedor;Avda da Ponte;36213;986265280;;Tiene capacidad para 54 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res259.jpg;422.099.980.427.295;-867.220.018.606.879;;es-ES
8961;Verdemar;restaurantes;57;Restaurante de 1 Tenedor;Praia de Samil, 175;36212;986240814;www.hotelverdemar.es;Tiene capacidad para 28 comensales.;;422.055.551.020.531;-877.674.802.926.676;;es-ES
8960;El Ventanal;restaurantes;57;Restaurante de 1 Tenedor;As Coutadas, s/n;36207;986413819;;Tiene capacidad para 32 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res257.jpg;421.952.491.508.451;-869.770.839.596.659;;es-ES
8959;Valle Regadas;restaurantes;57;Restaurante de 1 Tenedor;Travesía de Vigo, 23;36206;649459173;;Tiene capacidad para 48 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res256.jpg;422.328.140.676.195;-870.744.821.013.231;;es-ES
8964;El Beso Vigo;restaurantes;57;Restaurante de 1 Tenedor;Alfonso XIII, 12;36201;986422246;;Tiene capacidad para 26 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res261.jpg;422.364.777.871.945;-871.713.634.120.944;;es-ES
8985;O Pantón;restaurantes;57;Restaurante de 2 Tenedores;Pescadería;36202;;;Tiene capacidad para 36 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res288.jpg;42.239.921;-8.725.724;;es-ES
8984;Casavella;restaurantes;57;Restaurante de 2 Tenedores;Pescadería, 1;36202;986227224;;Tiene capacidad para 36 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res287.jpg;42.239.904;-8.725.717;;es-ES
8924;Papo's Navia;restaurantes;57;Restaurante de 1 Tenedor;Teixugueiras 28, bajo;36212;986112762;www.papos.es;Tiene capacidad para 33 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res209.jpg;422.093.177.992.234;-875.732.432.176.236;;es-ES
8923;Palo-Palo;restaurantes;57;Restaurante de 1 Tenedor;Martin Codax, 20;36201;986439657;;Tiene capacidad para 40 comensales.;;422.350.674.574.815;-87.169.292.077.852;;es-ES
8932;Don Sancho;restaurantes;57;Restaurante de 2 Tenedores;Plaza de Compostela, 19;36201;886142373;www.donsanchovigo.com;Tiene capacidad para 79 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res221.jpg;4.223.961.372.174;-872.093.970.015.939;;es-ES
8925;Sal Negra;restaurantes;57;Restaurante de 1 Tenedor;Canceleiro, 9;36201;986228864;;Tiene capacidad para 45 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res213.jpg;422.375.686.428.699;-87.142.582.640.945;;es-ES
8926;Pedra Moura;restaurantes;57;Restaurante de 2 Tenedores;Carretera O Bao, 130;36208;986460543;;Tiene capacidad para 24 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res214.jpg;421.951.418.711.814;-878.791.943.903.351;;es-ES
8927;Pedrenda;restaurantes;57;Restaurante de 1 Tenedor;Brasil, 20;36204;986410614;;Tiene capacidad para 12 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res215.jpg;422.331.830.547.943;-871.545.070.020.793;;es-ES
8928;Pekin;restaurantes;57;Restaurante de 2 Tenedores;Venezuela, 13;36203;986471999;;Tiene capacidad para 70 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res216.jpg;422.340.817.269.696;-872.298.209.440.396;;es-ES
8929;Victoria;restaurantes;57;Restaurante de 1 Tenedor;Tomás Alonso, 117 baixo;33790;986297039;www.pecos-bill.com/servicios.htm;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res217.jpg;422.236.702.038.043;-873.939.709.837.612;;es-ES
8930;Pigmalión;restaurantes;57;Restaurante de 1 Tenedor;Castelar, 9;36201;986228270;;Tiene capacidad para 35 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res219.jpg;422.402.096.843.868;-872.353.228.487.648;;es-ES
8931;Pomodoro;restaurantes;57;Restaurante de 1 Tenedor;Severo Ochoa, 2;36202;986210648;;Tiene capacidad para 44 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res220.jpg;422.288.530.167.318;-873.363.291.816.645;;es-ES
8921;Ottes-2;restaurantes;57;Restaurante de 2 Tenedores;Paraguae, 10;36204;986421037;;Tiene capacidad para 44 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res206.jpg;422.327.421.217.487;-871.606.657.096.589;;es-ES
8920;Os tres Pes;restaurantes;57;Restaurante de 1 Tenedor;Jesús Fernández, 10;36205;986251729;;Tiene capacidad para 65 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res205.jpg;422.304.864.165.678;-870.094.941.400.906;;es-ES
8909;O Mercado;restaurantes;57;Restaurante de 1 Tenedor;Martínez Garrido, 98;36205;986261600;;Tiene capacidad para 56 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res192.jpg;42.225.615.657.397;-870.504.198.741.872;;es-ES
8911;O Muiño;restaurantes;57;Restaurante de 1 Tenedor;Tranvía, 5;36215;986281684;;Tiene capacidad para 40 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res194.jpg;422.233.496.704.531;-867.065.862.268.323;;es-ES
8912;O Novo Polar;restaurantes;57;Restaurante de 1 Tenedor;San Francisco, 57;36202;986437271;;Tiene capacidad para 14 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res195.jpg;422.365.306.476.474;-873.054.036.601.342;;es-ES
8913;O Rancheiro;restaurantes;57;Restaurante de 1 Tenedor;Baixada O Castelo, 70;36214;986423919;;Tiene capacidad para 50 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res196.jpg;422.133.918.017.054;-868.422.808.979.438;;es-ES
8915;O Rincón;restaurantes;57;Restaurante de 1 Tenedor;Manuel Núñez, 10;36203;986220265;;Tiene capacidad para 40 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res198.jpg;422.349.025.719.563;-872.073.440.038.409;;es-ES
8916;Tortiya!;restaurantes;57;Restaurante de 1 Tenedor;Travesía de Vigo, 233;36207;986252120;;Tiene capacidad para 40 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res199.jpg;422.456.871.811.128;-869.433.544.210.997;;es-ES
8917;O Salmón;restaurantes;57;Restaurante de 1 Tenedor;Camiño Milladas, 5;36205;986264089;;Tiene capacidad para 30 comensales.;;422.232.775.430.948;-870.153.069.311.951;;es-ES
8918;Orensano;restaurantes;57;Restaurante de 1 Tenedor;Avda. Zamora, 7;36203;986420757;;Tiene capacidad para 35 comensales. Permanece cerrado los miércoles.;http://www.turismodevigo.org/sites/turismodevigo/files/res203.jpg;422.279.064.692.498;-87.211.167.385.258;;es-ES
8919;Os Pepes;restaurantes;57;Restaurante de 1 Tenedor;Avda. Zamora, 96;36211;986420714;;Tiene capacidad para 45 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res204.jpg;422.227.739.934.252;-872.704.285.962.149;;es-ES
8933;Primavera;restaurantes;57;Restaurante de 1 Tenedor;Ronda de Don Bosco, 17;36202;986223006;;Tiene capacidad para 18 comensales. Permanece cerrado los sábados e los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res222.jpg;422.353.051.765.898;-872.474.766.779.498;;es-ES
8949;Shangai;restaurantes;57;Restaurante de 2 Tenedores;Plaza de Compostela, 27;36201;986225888;;Tiene capacidad para 90 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res242.jpg;422.395.321.153.647;-872.303.780.730.945;;es-ES
8950;Sidrería Estribo;restaurantes;57;Restaurante de 1 Tenedor;Ecuador, 38;36336;986418449;;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res243.jpg;422.335.671.067.619;-872.032.107.141.195;;es-ES
8951;Sobreira;restaurantes;57;Restaurante de 1 Tenedor;Plaea de Sobreira;36390;986490856;;Tiene capacidad para 60 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res244.jpg;421.895.956.040.992;-881.031.127.027.773;;es-ES
8952;Taberna del Puerto;restaurantes;57;Restaurante de 1 Tenedor;Las Avenidas, s/n-Club Náutico;36202;986220246;;Tiene capacidad para 34 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res246.jpg;422.411.429.552.962;-872.467.307.830.853;;es-ES
8953;Taboada;restaurantes;57;Restaurante de 1 Tenedor;García Barbón, 71;36201;986222040;www.restaurantetaboada.com;Tiene capacidad para 50 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res247.jpg;422.370.972.351.955;-87.148.279.115.602;;es-ES
8954;Taboada 26;restaurantes;57;Restaurante de 1 Tenedor;Luis Taboada, 26;36201;986222168;;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res248.jpg;422.399.147.111.922;-872.151.390.244.939;;es-ES
8955;Tempo Restaurante do Marco;restaurantes;57;Restaurante de 1 Tenedor;Príncipe, 54;36202;886116415;;Tiene capacidad para 44 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res250.jpg;422.359.553.971.449;-872.111.131.718.478;;es-ES
8956;Basilio Toralla;restaurantes;57;Restaurante de 1 Tenedor;Praia de Canido, 217-B;36390;986490061;;Tiene capacidad para 28 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res251.jpg;421.928.817.429.487;-879.789.337.723.567;;es-ES
8958;A Lareira das Irmáns;restaurantes;57;Restaurante de 1 Tenedor;Piñeiro, 56;36207;986373388;;Tiene capacidad para 22 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res254.jpg;422.517.815.770.992;-870.275.191.977.136;;es-ES
8947;Seijo;restaurantes;57;Restaurante de 1 Tenedor;Avda. Madrid (Cabral);36318;986279303;www.restauranteseijo.com;Tiene capacidad para 80 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res240.jpg;422.130.023.507.443;-867.158.416.062.848;;es-ES
8946;Saratoga;restaurantes;57;Restaurante de 1 Tenedor;Pizarro, 11;36204;986410782;;Tiene capacidad para 24 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res238.jpg;422.298.357.807.375;-871.806.359.326.152;;es-ES
8948;Señor;restaurantes;57;Restaurante de 1 Tenedor;Travesía de Vigo, 10;36206;986252311;;Tiene capacidad para 48 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res241.jpg;422.320.375.900.495;-870.805.008.350.867;;es-ES
8935;Rancho Grande;restaurantes;57;Restaurante de 1 Tenedor;Aragón, 222;36207;986271866;;Tiene capacidad para 34 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res224.jpg;422.421.025.769.561;-869.824.655.849.436;;es-ES
8936;Reguera;restaurantes;57;Restaurante de 1 Tenedor;República Argentina, 4;36201;986225019;www.restaurantereguera.es;Tiene capacidad para 80 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res227.jpg;422.387.800.093.208;-871.956.815.723.729;;es-ES
8937;Reposo del Pescador;restaurantes;57;Restaurante de 1 Tenedor;Torrecedeira, 3;36202;986434930;;Tiene capacidad para 28 comensales. Permanece cerrado los sábados.;http://www.turismodevigo.org/sites/turismodevigo/files/res228.jpg;422.351.703.667.804;-873.078.576.002.285;;es-ES
8940;Rías Baixas;restaurantes;57;Restaurante de 2 Tenedores;Avda. García Barbón, 16;36201;986223041;;Tiene capacidad para 20 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res231.jpg;422.389.860.544.992;-871.951.748.435.884;;es-ES
8941;Rías Baixas-2;restaurantes;57;Restaurante de 1 Tenedor;García Barbón, 21 Esq.Rep.Arg.;36201;986225145;www.riasbaixas2.com;Tiene capacidad para 93 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res232.jpg;422.373.833.355.177;-871.812.514.881.939;;es-ES
8943;Richote;restaurantes;57;Restaurante de 1 Tenedor;Avda. Fermín, 23;36207;986379903;;Tiene capacidad para 20 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res234.jpg;422.539.249.497.295;-87.025.575.330.978;;es-ES
8944;Roucos;restaurantes;57;Restaurante de 1 Tenedor;Santa Marta, 14;36202;986435150;;Tiene capacidad para 20 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res235.jpg;422.354.060.001.685;-873.035.368.671.569;;es-ES
8885;Marítimo;restaurantes;57;Restaurante de 1 Tenedor;Montero Ríos, nº 38;36201;986431979;;Tiene capacidad para 56 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res161.jpg;422.404.723.290.181;-872.122.968.631.581;;es-ES
8887;Mare;restaurantes;57;Restaurante de 1 Tenedor;Ríos, 157;36216;986452991;;Tiene capacidad para 60 comensales. Permanece cerrado los sábados e los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res163.jpg;422.565.770.981.637;-869.199.471.742.571;;es-ES
8889;Mesón Arbo;restaurantes;57;Restaurante de 1 Tenedor;Pastora, 57;36210;986470337;;Acogedor restaurante donde se puede degustar los pratos más típicos de la comida gallega.;http://www.turismodevigo.org/sites/turismodevigo/files/res165.jpg;422.183.933.953.298;-872.755.165.062.813;;es-ES
8890;Mesón del Marisco;restaurantes;57;Restaurante de 1 Tenedor;Canido - Praia, 157;36390;986490195;www.mesondomarisco.com;Tiene capacidad para 120 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res169.jpg;421.936.975.532.479;-879.688.115.716.961;;es-ES
8881;Los Troncos;restaurantes;57;Restaurante de 1 Tenedor;Martínez Garrido, 16;36205;986274343;;Tiene capacidad para 46 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res154.jpg;422.294.316.382.256;-870.016.869.070.523;;es-ES
8880;Green;restaurantes;57;Restaurante de 1 Tenedor;Centro Comercial A Laxe;36011;986136347;;Tiene capacidad para 101 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res153.jpg;422.213.284.409.609;-872.386.340.235.902;;es-ES
8879;Los Arcos;restaurantes;57;Restaurante de 1 Tenedor;Baixada a Fonte;36201;986222019;;Tiene capacidad para 36 comensales. Permanece cerrado los domingos.;;422.155.469.788.441;-87.217.120.095.951;;es-ES
8878;Lizarrán;restaurantes;57;Restaurante de 1 Tenedor;Canceleiro, 11;36201;986227306;www.lizarran.es;Tiene capacidad para 50 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res151.jpg;422.373.888.384.282;-871.422.957.915.328;;es-ES
8877;Lino;restaurantes;57;Restaurante de 2 Tenedores;Lepanto, 28;36201;986220125;;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res150.jpg;422.342.823.209.787;-871.527.214.654.075;;es-ES
8876;Liceo Exprés;restaurantes;57;Restaurante de 1 Tenedor;Avda Eduardo Cabello;36320;986269910;;Tiene capacidad para 75 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res149.jpg;422.267.535.266.928;-875.186.306.728.332;;es-ES
8891;Mesón do Lois;restaurantes;57;Restaurante de 1 Tenedor;Baleares, 16;36203;986424703;;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res170.jpg;422.270.562.972.079;-872.395.800.455.993;;es-ES
8892;Mesón do Recanto;restaurantes;57;Restaurante de 1 Tenedor;Torrecedeira, 21;36202;986432485;;Tiene capacidad para 44 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res171.jpg;422.340.453.105.556;-873.122.984.997.188;;es-ES
8907;Tenoia;restaurantes;57;Restaurante de 1 Tenedor;Areal, 18;36201;986220774;;Tiene capacidad para 72 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res189.jpg;422.392.617.979.952;-871.882.739.716.872;;es-ES
8906;O Garfo;restaurantes;57;Restaurante de 1 Tenedor;Eduardo Cabello, 25;36208;986202008;www.ogarfo.com;Destaca por la amplia variedad de empanadas. Tiene capacidad para 85 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res188.jpg;422.253.641.413.845;-875.318.763.107.563;;es-ES
8904;O Carro;restaurantes;57;Restaurante de 1 Tenedor;Mide, 72;36390;986491551;;Tiene capacidad para 50 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res186.jpg;42.177.922.730.438;-881.176.001.306.037;;es-ES
8903;Taquería Mexicana;restaurantes;57;Restaurante de 1 Tenedor;Alfonso X el Sabio, 4;36211;986201140;;Tiene capacidad para 30 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res185.jpg;422.213.097.971.221;-873.138.323.539.244;;es-ES
8902;O Furancho;restaurantes;57;Restaurante de 1 Tenedor;Pastora, , 82;36210;986471838;;Tiene capacidad para 30 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res184.jpg;422.183.300.752.656;-872.798.149.965.943;;es-ES
8901;Nuevo Maitetxu;restaurantes;57;Restaurante de 1 Tenedor;Couto, 7;36203;986420151;;Tiene capacidad para 32 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res183.jpg;422.306.022.290.015;-872.188.260.264.404;;es-ES
8900;Nicola;restaurantes;57;Restaurante de 1 Tenedor;Pi e Margall, 137;36202;986298813;;Tiene capacidad para 32 comensales. Permanece cerrado los martes.;http://www.turismodevigo.org/sites/turismodevigo/files/res182.jpg;422.290.677.778.782;-87.318.808.693.725;;es-ES
8899;Navia;restaurantes;57;Restaurante de 2 Tenedores;Av. Europa, 93;36210;986244659;www.restaurantenavia.com;Tiene capacidad para 112 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res181.jpg;422.107.498.903.773;-877.266.229.541.468;;es-ES
8898;Montreal;restaurantes;57;Restaurante de 1 Tenedor;Travesía de Vigo, 40;36207;986253610;;Tiene capacidad para 76 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res180.jpg;422.342.271.817.381;-870.597.150.193.362;;es-ES
8897;Mesón O Hórreo;restaurantes;57;Restaurante de 1 Tenedor;Avda. Fragoso, 46;36210;986244441;;Tiene capacidad para 45 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res176.jpg;422.162.262.217.105;-873.551.152.631.634;;es-ES
8896;Mesón Manzaneda;restaurantes;57;Restaurante de 1 Tenedor;Alvaro Cunqueiro, 3;36211;986237273;;Tiene capacidad para 24 comensales. Permanece cerrado los sábados e los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res175.jpg;422.244.556.951.599;-87.303.412.756.398;;es-ES
8895;Mesón Groba;restaurantes;57;Restaurante de 1 Tenedor;Subida o viaxador, 49;36317;986370992;;Tiene capacidad para 60 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res174.jpg;422.481.507.808.927;-866.016.284.046.749;;es-ES
8894;Mesón El Capitán;restaurantes;57;Restaurante de 1 Tenedor;Triunfo, 5;36202;986220940;;Tiene capacidad para 24 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res173.jpg;422.389.887.631.914;-872.612.558.189.086;;es-ES
8893;Mesón el Águila;restaurantes;57;Restaurante de 1 Tenedor;Perú, 2;36202;986224152;http://cotodelaguila.es/web/meson-el-aguila/;Tiene capacidad para 70 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res172.jpg;42.237.257;-872.442;;es-ES
8908;O Labrego Urbán;restaurantes;57;Restaurante de 1 Tenedor;García Olloqui, 36;36201;986446291;www.olabregourban.com;Tiene capacidad para 80 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res191.jpg;422.392.354.386.126;-872.431.375.985.785;;es-ES
8875;Laxeiro;restaurantes;57;Restaurante de 1 Tenedor;Ecuador, 92;36204;986425204;www.restaurante-laxeiro-vigo.com/es;Tiene capacidad para 88 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res148.jpg;422.317.770.734.583;-871.578.259.881.168;;es-ES
8874;Restaurante Naturaleza;restaurantes;57;Restaurante de 1 Tenedor;Avda. Alcalde Lavadores, 96;36214;986376893;;Tiene capacidad para 80 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res147.jpg;422.193.675.078.609;-869.655.218.747.468;;es-ES
8905;O Conquistador;restaurantes;57;Restaurante de 1 Tenedor;Martínez Garrido, 49;36205;986274873;;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res187.jpg;422.258.804.979.673;-87.036.528.391.992;;es-ES
8859;Yguazú;restaurantes;57;Restaurante de 1 Tenedor;Avda. Camilo Veiga, 29-B;36208;986200508;www.restaurantegaviota.es;Tiene capacidad para 32 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res126.jpg;42.222.409.201.473;-875.179.086.591.702;;es-ES
8860;La Marina;restaurantes;57;Restaurante de 2 Tenedores;Pescadería, 5;36202;986432370;;Tiene capacidad para 36 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res129.jpg;422.398.519.393.706;-872.603.500.703.896;;es-ES
8861;La Nata;restaurantes;57;Restaurante de 1 Tenedor;Gran Vía, 122;36203;986480449;;Tiene capacidad para 68 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res130.jpg;422.237.706.514.745;-87.242.565.122.274;;es-ES
8863;La Palma;restaurantes;57;Restaurante de 2 Tenedores;A Palma, 7;36202;986430678;;Tiene capacidad para 72 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res133.jpg;422.391.348.112.079;-872.577.629.956.369;;es-ES
8866;La Piedra;restaurantes;57;Restaurante de 1 Tenedor;Pescadería, 3;36202;986223765;;Tiene capacidad para 36 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res137.jpg;422.398.590.519.229;-872.582.028.635.562;;es-ES
8873;La Trucha 1;restaurantes;57;Restaurante de 1 Tenedor;Oporto, 7;36201;986227304;;Tiene capacidad para 40 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res144.jpg;422.383.107.120.388;-871.639.280.725.377;;es-ES
8872;La Trastienda del Cuatro;restaurantes;57;Restaurante de 1 Tenedor;Pablo Murillo, 4 bajo;36201;986298342;www.latrastiendadelcuatro.com;Tiene capacidad para 70 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res143.jpg;422.397.773.383.535;-87.218.924.992.498;;es-ES
8870;La Tagliatella;restaurantes;57;Restaurante de 1 Tenedor;Rosalía de Castro, 25 bajo;36201;986116011;www.latagliatella.es/esp/latagliatella-vigo-rosaliadecastro;Tiene capacidad para 133 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res141.jpg;422.383.068.819.058;-871.713.621.535.265;;es-ES
8869;La Taberna de Toni;restaurantes;57;Restaurante de 1 Tenedor;Gil, 2;36203;986222419;;Tiene capacidad para 30 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res140.jpg;422.355.189.751.278;-872.047.200.787.406;;es-ES
8867;La Portuaria;restaurantes;57;Restaurante de 1 Tenedor;Montero Ríos, 16-B;36201;986112425;;Tiene capacidad para 116 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res138.jpg;422.403.255.768.041;-872.284.061.542.497;;es-ES
8824;El Olivo;restaurantes;57;Restaurante de 1 Tenedor;Paseo Alfonso XII, 9;36202;986431233;;Tiene capacidad para 42 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res083.jpg;42.236.632;-8.727.913;;es-ES
8826;El Parador del Sabor;restaurantes;57;Restaurante de 1 Tenedor;Nicaragua, 51;36204;986413817;;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res085.jpg;4.223.119;-8.719.996;;es-ES
