idpoi;title;layer;type;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8237;A Pedra;alojamientos;24;Pensión 3 estrellas;Praza da Pedra, 7;36202;986431594;;La pensión cuenta con 22 plazas repartidas en 12 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo009.jpg;422.394.801.550.979;-872.682.436.932.027;;es-ES
8253;La Nueva Colegiata;alojamientos;24;Pensión 2 estrellas;Praza da Igrexa, 3;1º e 2ª;36202;986220952;The hostel can accommodate ten people in ten rooms.;;422.390.881.520.984;-872.641.772.252.373;;es-ES
8254;La Nueva Palma;alojamientos;24;Pensión 1 estrella;La Palma, 7 1ºE 2º;36202;986430678;;La pensión cuenta con 20 plazas repartidas en 10 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo026.jpg;422.390.772.639.938;-872.574.361.939.855;;es-ES
8255;Lalín;alojamientos;24;Pensión 2 estrellas;Avda. de La Florida, 14;36210;986232699;www.hostallalin.com;La pensión cuenta con 21 plazas repartidas en 14 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo027.jpg;422.195.541.804.837;-873.505.148.415.907;;es-ES
8273;Viturro;alojamientos;24;Pensión 1 estrella;Lepanto, 22;36201;986437332;;Disponte de 6 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo045.jpg;422.346.596.196.207;-871.530.336.795.484;;es-ES
8272;Vista Alegre;alojamientos;24;Pensión 1 estrella;Tomás A. Alonso, 204;36208;605082575;;Dispone de 13 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo044.jpg;422.238.165.953.766;-875.052.370.458.836;;es-ES
8271;Verde Mar;alojamientos;24;Pensión 1 estrella;Avda. Samil, 75;36200;986206372;www.hotelverdemar.es;La pensión cuenta con 44 plazas repartidas en 22 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo043.jpg;42.205.607.689.023;-87.765.583.044.878;;es-ES
8270;Tres Países;alojamientos;24;Pensión 2 estrellas;Venezuela, 61;36204;986420477;www.hostallostrespaises.com;La pensión cuenta con 19 plazas repartidas en 11 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo042.jpg;422.313.845.760.635;-871.588.383.008.932;;es-ES
8269;Ría de Vigo;alojamientos;24;Pensión 2 estrellas;Cervantes, 14;36201;986737240;www.hostalriadevigo.com;La pensión cuenta con 13 plazas repartidas en 10 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo041.jpg;422.356.170.221.152;-871.712.092.719.076;;es-ES
8268;Ría de Arosa;alojamientos;24;Pensión 2 estrellas;Cervantes, 4;36201;986435096;;La pensión cuenta con 8 plazas repartidas en 4 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo040.jpg;422.361.680.542.294;-871.674.708.213.472;;es-ES
8266;Puerto;alojamientos;24;Pensión 1 estrella;Areal, 3;36201;986222044;;Dispone de 3 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo038.jpg;422.391.501.864.518;-871.788.865.728.106;;es-ES
8265;Plaza;alojamientos;24;Pensión 2 estrellas;Urzáiz, 75 - 3º;36204;986224254;www.hostalplazavigo.com;La pensión cuenta con 9 plazas repartidas en 6 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo037.jpg;422.332.687.574.994;-871.299.033.254.886;;es-ES
8263;Obdulia;alojamientos;24;Pensión 1 estrella;Avda. de Galicia, 162;36216;986279509;;La pensión cuenta con 10 plazas repartidas en 5 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo035.jpg;422.514.954.033.883;-868.920.886.365.754;;es-ES
8262;O' Rancheiro;alojamientos;24;Pensión 2 estrellas;Baixada ao Castelo, 70;36214;986423919;;La pensión cuenta con 24 plazas repartidas en 14 habitaciones.;;422.147.854.734.504;-868.262.120.003.004;;es-ES
8261;Nuevo Alonso;alojamientos;24;Pensión 1 estrella;Xestoso , 306;36214;986375878;;Dispone de 14 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo033.jpg;42.208.594.615.496;-866.930.026.578.842;;es-ES
8260;Nuestra Señora del Carmen;alojamientos;24;Pensión 1 estrella;Do Carmo, 31;36210;986472729;;Dispone de 18 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo032.jpg;422.189.559.980.405;-872.919.430.843.667;;es-ES
8259;Noso Lar;alojamientos;24;Pensión 1 estrella;Urzaiz, 53 -1º;36201;986224259;www.hostalnosolar.com;La pensión cuenta con 27 plazas repartidas en 16 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo031.jpg;422.344.794.223.445;-871.613.101.010.919;;es-ES
8257;Manolo;alojamientos;24;Pensión 1 estrella;Tomás Paredes, 25;36208;986231096;www.pensioncasamanolo.es;Dispone de 5 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo029.jpg;422.203.968.502.362;-875.379.930.459.881;;es-ES
8256;Madrid;alojamientos;24;Pensión 1 estrella;Alfonso XIII, 25 - 3º;36201;986221302;;La pensión cuenta con 26 plazas repartidas en 15 habitaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/alo028.jpg;422.347.520.405.232;-871.477.742.091.729;;es-ES
8267;Lar Atlántica;alojamientos;24;Pensión 1 estrella;Urzáiz, 83-1ºA;36204;616706948;www.laratlantica.com;Dispone de 7 habitaciones.;;422.329.962.513.866;-871.229.788.537.192;;es-ES
