idpoi;title;layer;type;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8708;CITEXVI;lugares;41;Ciudad Tecnológica de Vigo;Fonte das Abelleiras, s/n;36310;986120420;www.citexvi.es;Sociedad anónima de derecho privado centrada en la promoción e impulso de actividades de I+D+ i.;http://www.turismodevigo.org/sites/turismodevigo/files/lug352.jpg;421.670.883.461.002;-868.379.882.208.743;;es-ES
8709;Conservas Albo;lugares;41;Conservera;Jacinto Benavente, 41;36208;986213333;www.albo.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug353.jpg;422.280.202.083.677;-873.683.376.872.652;;es-ES
8710;Palacio de Oriente;lugares;41;Conservera;Ctra. Vigo-Baiona, 127;36213;986207168;www.palaciodeoriente.net;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug354.jpg;421.965.605.674.658;-876.310.647.195.358;;es-ES
8711;Paypay;lugares;41;Conservera;Tomás Alonso, 80;36208;986233500;www.paypay.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug355.jpg;42.224.324.622.832;-874.010.374.787.148;;es-ES
8712;Conservas Valcarcel - Vigilante;lugares;41;Conservera;Muelle de bouzas, s/n (reparaciones);36208;986298488;www.valcarcel-sa.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug356.jpg;422.309.925.452.533;-874.732.721.278.576;;es-ES
8713;Orbe, S.A.;lugares;41;Conservera;Tomás Alonso, 106;36208;986208411;www.orbesa.com;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug357.jpg;422.241.203.156.335;-874.273.416.663.022;;es-ES
8648;Alpide;lugares;41;Centro de arte;Avda. de Castrelos, 115;36210;986239646;;Cuenta con un espacio expositivo para cualquier exposición y/o evento además de un fondo de galería considerable representando a unos 50 artistas pictóricos gallegos de distintas épocas.;;422.156.171.933.039;-873.261.055.964.621;;es-ES
8649;Alpide;lugares;41;Centro de arte;López de Neira, 5;36202;986239646;;Cuenta con un espacio expositivo para cualquier exposición y/o evento además de un fondo de galería considerable representando a unos 50 artistas pictóricos gallegos de distintas épocas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug285.jpg;422.367.960.595.359;-872.416.186.503.572;;es-ES
8678;Auditorio de Castrelos;lugares;41;Auditorio al aire libre;Parque de Castrelos;36213;;;Espacio abierto a modo de anfiteatro en el corazón del parque de Castrelos ideal para la celebración de conciertos y otros eventos al aire libre.;http://www.turismodevigo.org/sites/turismodevigo/files/lug314.jpg;422.139.063.201.267;-87.300.628.637.897;;es-ES
8545;Ermita de la Guía;lugares;41;Arquitectura religiosa;Monte de A Guía. Parroquia de Teis.;36207;;;La ermita está dedicada a la Virgen de A Guía y al Sagrado Corazón de Jesús. Obra del arquitecto Gómez Román reedificada en los años 50 sobre una edificación primitiva datable en el siglo XVI. Magnífico mirador de la Ría de Vigo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug177.jpg;422.555.015.543.566;-870.180.430.477.845;;es-ES
8544;Capilla de Nuestra Señora del Alba;lugares;41;Arquitectura religiosa;Monte Alba;36315;;;La planta de esta ermita está formada por dos rectángulos, uno mayor de 9.1 por 7 metros y el otro de 7.2 por 6 metros. En los muros exteriores podemos ver un trabajo de sillería, con bloques no siempre regulares.;http://www.turismodevigo.org/sites/turismodevigo/files/lug176.jpg;42.172.496.577.151;-873.613.602.619.688;;es-ES
8563;Instituto Ferial de Vigo-IFEVI;lugares;41;Exposiciones y actividades;Avda. do Aeroporto, 772;36218;986486144;www.ifevi.com;Con cerca de cien eventos y una afluencia de público que ronda el millón de visitantes al año, el carácter dinámico e innovador de IFEVI es hoy la mejor garantía de éxito para el profesional dispuesto a crecer y asumir nuevos retos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug198.jpg;422.234.311.669.436;-863.867.829.275.966;;es-ES
8507;Mámoas de Chan dos Touciños;lugares;41;Patrimonio arqueológico;Candeán;36217;;;En un radio de menos de cien metros fueron localizadas las cuatro mámoas conocidas como de Chan dos Touciños. Monumentos funerarios en los que, al menos en las tres primeras está al descubierto el acceso a la cámara megalitica.;http://www.turismodevigo.org/sites/turismodevigo/files/lug130.jpg;422.494.113.912.042;-86.665.618.445.203;;es-ES
8397;Vigo Zoo;lugares;41;Zoológico;Monte da Madroa s/n;36216;;;Tiene una extensión de 55.676 m2 ampliables en los que se desarrollan una gran variedad de actividades dirigidas a la enseñanza, divulgación, investigación, turismo, ocio, investigación y conservación de especies.;http://www.turismodevigo.org/sites/turismodevigo/files/lug015.jpg;42.248.555.591.232;-867.511.870.901.679;;es-ES
8396;Barrio de Bouzas;lugares;41;Arquitectura civil;Bouzas;36208;;;Destacan las casas marineras de tipología tradicional formando un entramado urbano típico de la Galicia litoral.;http://www.turismodevigo.org/sites/turismodevigo/files/lug014.jpg;422.254.735.168.679;-875.389.949.126.066;;es-ES
