idpoi,title,layer,type,subcategoria,address,postcode,phone,web,description,image_uri,lat,lon,mp3_uri,lang
8291,Compostela,alojamientos,14,Hotel de 2 estrellas,"García Olloqui, 5",36201,986228227,www.hcompostela.com,"El hotel dispone de 30 habitaciones confortables equipadas con lo último en calidad y servicios, para hacerle de su alojamiento en nuestra ciudad una estancia agradable y satisfactoria.",http://www.turismodevigo.org/sites/turismodevigo/files/alo064.jpg,42.239720281362,-8.72439602489276,,es-ES
8290,Coia,alojamientos,14,Hotel de 4 estrellas,"Sanxenxo, 1",36209,986201820,www.hotelcoia.com/hotel-overview.html,"they have the most modern audio-visual facilities. Restaurant, snack bar, TV room, free car park. Wifi access in all the premises.",,42.2191611706781,-8.74547999911297,,es-ES
8289,Ciudad de Vigo,alojamientos,14,Hotel de 4 estrellas,"Concepción Arenal, 5",36201,986227820,www.ciudaddevigo.com,"Amplias habitaciones dotadas de mesa de trabajo y conexión Wifi gratuita, parking, salones de reuniones y congresos así como una amplia carta de restauración.",http://www.turismodevigo.org/sites/turismodevigo/files/alo062.jpg,42.2401549247422,-8.72086138243071,,es-ES
8286,Casablanca,alojamientos,14,Hotel de 2 estrellas,"México, 7",36204,986482712,www.hotelcasablancavigo.com,El hotel está situado en pleno centro de la ciudad y cerca de las principales calles comerciales de la ciudad.,http://www.turismodevigo.org/sites/turismodevigo/files/alo059.jpg,42.2334741902694,-8.71500485130544,,es-ES
8281,América,alojamientos,14,Hotel de 3 estrellas,"Pablo Morillo, 6",36201,986438922,www.hotelamerica-vigo.com,"Modernas y acogedoras instalaciones, servicio personalizado y de calidad y una situación estratégica en el centro de la ciudad.",http://www.turismodevigo.org/sites/turismodevigo/files/alo053.jpg,42.2398594403046,-8.72184042125555,,es-ES
8287,Celta,alojamientos,14,Hotel de 2 estrellas,"México, 22",36204,986414699,www.hotelceltavigo.com,El hotel cuenta con 44 habitaciones.,http://www.turismodevigo.org/sites/turismodevigo/files/alo060.jpg,42.2329973817858,-8.7155813301487,,es-ES
8285,Canaima,alojamientos,14,Hotel de 2 estrellas,"García Barbón, 42",36201,986430934,www.hotelcanaimavigo.es,rooms in the attic have a terrace.,,42.2368168044623,-8.71488069156882,,es-ES
8284,Axis Vigo,alojamientos,14,Hotel de 4 estrellas,"María Berdiales, 22",36203,986441112,www.hotelaxisvigo.com,Hotel de reciente apertura ofrece desde su privilegiada ubicación en el centro de Vigo la posibilidad de poder visitar nuestra ciudad con toda comodidad.,http://www.turismodevigo.org/sites/turismodevigo/files/alo056.jpg,42.2356284258673,-8.71733390962759,,es-ES
8288,Chipén,alojamientos,14,Hotel de 1 estrella,"La Florida, 12",36210,986231281,www.hotelchipen.com,Inaugurado en 1985 y reformado completamente en el 2005 se encuentra situado en la Plaza de América. Cuenta con plaza de gareje y las habiticiones gozan de todas las comodidades.,http://www.turismodevigo.org/sites/turismodevigo/files/alo061.jpg,42.219593675344,-8.73490936382597,,es-ES
8302,Husa Bahía de Vigo,alojamientos,14,Hotel de 4 estrellas,"Avda. Cánovas del Castillo, 24",36202,986226700,www.hotelbahiadevigo.com,El Sercotel Hotel Bahía de Vigo cuenta con 91 habitaciones elegantemente decoradas y equipadas con bañeras hidromasaje. Tiene Internet Wifi gratis en todas sus instalaciones.,http://www.turismodevigo.org/sites/turismodevigo/files/alo075.jpg,42.2400482511174,-8.72577196996189,,es-ES
8308,México,alojamientos,14,Hotel de 3 estrellas,"Vía Norte, 10",36204,986431666,www.mexicohotel.com,"Situado en el centro de Vigo, con maravillosas vistas sobre la Ría, el Hotel México se encuentra a un paso de la zona comercial y de ocio así como del casco histórico y el área portuaria.",http://www.turismodevigo.org/sites/turismodevigo/files/alo081.jpg,42.2337550438392,-8.71278951192356,,es-ES
8321,Puerta de Gamboa,alojamientos,14,Hotel de 2 estrellas,Gamboa,36201,986227189,www.hotelpuertagamboa.com,"Estamos ubicados en el casco antiguo de la ciudad, a 50 metros del puerto deportivo y la Estación Marítima, en un edificio del siglo XIX, que hemos rehabilitado completamente dotándola de confort y funcionalidad.",http://www.turismodevigo.org/sites/turismodevigo/files/alo095.jpg,42.2389395257432,-8.72504024307929,,es-ES
8320,Princesa,alojamientos,14,Hotel de 1 estrella,"Fermín Penzol, 14",36202,986442013,www.hotelprincesavigo.es,"El hotel está situado en el centro de Vigo, a solo 100 metros del Puerto Marítimo y a 50 metros del Teatro García Barbon, al lado de la Estación de Ferrocarril Adif.",http://www.turismodevigo.org/sites/turismodevigo/files/alo094.jpg,42.238252944599,-8.72491183778334,,es-ES
8319,Playa Santa Baia,alojamientos,14,Hotel de 1 estrella,"Avda. Atlántida, 121",36208,986214133,,El hotel dispone de 15 habitaciones.,http://www.turismodevigo.org/sites/turismodevigo/files/alo093.jpg,42.2213433239887,-8.76786260297968,,es-ES
8318,Playa de Vigo,alojamientos,14,Hotel de 1 estrella,Avda. de Samil,36212,986202020,www.hotelplayadevigo.com,"El hotel Playa de Vigo está situado enfrente de la playa de Samil, un amplio arenal con pinares con una longitud de casi 2 km, y 35 m de anchura media.",http://www.turismodevigo.org/sites/turismodevigo/files/alo092.jpg,42.2035767705844,-8.77648624749538,,es-ES
8317,Pazo Los Escudos  Hotel Resort,alojamientos,14,Hotel de 5 estrellas,"Avda. Atlántida, 106",36208,986820820,www.pazolosescudos.com,"El hotel se encuentra en un entorno incomparable junto a una playa situada a escasos kilómetros del centro de la ciudad. Ocupa dos edificios, un antiguo Pazo gallego totalmente reformado y un edificio de nueva construcción de ambiente contemporáneo.",http://www.turismodevigo.org/sites/turismodevigo/files/alo090.jpg,42.2237403627321,-8.76161059073016,,es-ES
8316,Pantón,alojamientos,14,Hotel de 1 estrella,"Lepanto, 18",36201,986224270,www.hotelpanton.com,"Estratégicamente situado en el centro de la ciudad de Vigo, el Hotel Pantón es un establecimiento familiar que cuenta con parking propio y gratuito en el mismo edificio",http://www.turismodevigo.org/sites/turismodevigo/files/alo089.jpg,42.2347924776436,-8.71538428809984,,es-ES
8301,Hesperia Vigo,alojamientos,14,Hotel de 4 estrellas,"Avda. La Florida, 60",36210,986296600,www.hesperia.com,"Ubicado en el corazón del distrito comercial junto a la Plaza de América, el Hesperia Vigo combina la ubicación ideal con comodidades de nivel superior. Dispone de 123 habitaciones, y acceso gratuíto a internet.",http://www.turismodevigo.org/sites/turismodevigo/files/alo074.jpg,42.2157396852384,-8.7405934016528,,es-ES
8315,Ogalia,alojamientos,14,Hotel de 2 estrellas,"Lepanto, 10",36201,986222228,www.hotelogalia.es,"Alojado en una construcción totalmente nueva, e inaugurado en 2006, el hotel Ogalia es un moderno establecimiento urbano, situado en el centro de Vigo, en plena zona comercial y de negocios de la ciudad.",http://www.turismodevigo.org/sites/turismodevigo/files/alo088.jpg,42.234800884897,-8.71578341618483,,es-ES
8314,O Pazo,alojamientos,14,Hotel de 1 estrella,"Campos, s/n",36213,986236000,www.residenciaopazo.com,Dispone de 13 habitaciones,http://www.turismodevigo.org/sites/turismodevigo/files/alo087.jpg,42.2047671042478,-8.73138564828254,,es-ES
8304,Junquera,alojamientos,14,Hotel de 2 estrellas,"Uruguay, 19-21",36201,986434888,www.hoteljunquera.com,Hotel Junquera ofrece una situación inmejorable en pleno centro financiero de Vigo. Cuenta con sala de reuniones para 40 personas y dispone de 63 habitaciones.,http://www.turismodevigo.org/sites/turismodevigo/files/alo077.jpg,42.2362948135475,-8.71748197090733,,es-ES
8305,La Suite,alojamientos,14,Hotel de 2 estrellas,"José de la Peña, 22",36208,986247664,www.lasuitehotel.es,El hotel dispone de 12 habitaciones con una capacidad  total de 24 plazas.,http://www.turismodevigo.org/sites/turismodevigo/files/alo078.jpg,42.2222534778022,-8.74951414838685,,es-ES
8306,Lino Vigo,alojamientos,14,Hotel de 2 estrellas,"Rúa Lepanto, 26",1º y 2º,36201,986439311,The hotel has forty-six rooms.,,42.234547303965,-8.71520321696971,,es-ES
8307,"Mar, Del",alojamientos,14,Hotel de 1 estrella,"Luis Taboada, 34",36201,986436811,www.hotel-del-mar.com,"En pleno centro financiero y comercial de la ciudad de Vigo, junto al club Náutico y al paseo marítimo, próximo al casco antiguo y con fácil acceso a las playas se encuentra el hotel del mar.",http://www.turismodevigo.org/sites/turismodevigo/files/alo080.jpg,42.239894341399,-8.72093311860883,,es-ES
8309,Motel Caribe,alojamientos,14,Hotel de 3 estrellas,"Cañiza, 41",36213,986238484,www.motelcaribe.es,El hotel dispone de 55 habitaciones con una capacidad  total de 110 plazas.,http://www.turismodevigo.org/sites/turismodevigo/files/alo082.jpg,42.2096683398417,-8.75264589929514,,es-ES
8310,Náutico,alojamientos,14,Hotel de 1 estrella,"Luis Taboada, 28",36201,986122440,www.hotelnautico.net,En pleno centro comercial y a muy pocos metros del paseo marítimo donde se encuentra el Club Náutico y Puerto Comercial. Dispone de un Parking a 30 metros del Hotel.,http://www.turismodevigo.org/sites/turismodevigo/files/alo083.jpg,42.2398923926431,-8.72140334672488,,es-ES
8236,Ipanema,alojamientos,14,Hotel de 3 estrellas,"Vázquez Varela, 31",36204,986471344,www.hotelipanema.com,"Cuenta con 60 habitaciones renovadas en enero de 2011. Especializado en clientes de empresa, sus instalaciones disponen de wifi gratuíto.",http://www.turismodevigo.org/sites/turismodevigo/files/alo008.jpg,42.2317513223495,-8.71479010122542,,es-ES
8235,Argentino,alojamientos,14,Hotel de 1 estrella,"Lepanto, 8",36201,986443247,www.hotelargentino.es,"El Hotel Argentino es un nuevo establecimiento en Vigo con todas las ventajas que ello supone: impecable y moderno en su equipamiento, en su mobiliario y en su diseño.",http://www.turismodevigo.org/sites/turismodevigo/files/alo007.jpg,42.2347263889189,-8.71590137723012,,es-ES
8234,Zénit Vigo,alojamientos,14,Hotel de 3 estrellas,"Gran Vía, 1",36204,986417255,www.zenithoteles.com,Dispone de 99 habitaciones.,http://www.turismodevigo.org/sites/turismodevigo/files/alo006.jpg,42.2343313426205,-8.71630422916759,,es-ES
8233,Tryp Los Galeones,alojamientos,14,Hotel de 4 estrellas,"Avda. de Madrid, 21",32604,986480405,www.galeones.com,"El Tryp Los Galeones, está situado en el centro de Vigo. En la principal entrada a la ciudad por el acceso de Madrid N-120. A poca distancia de los puntos turísticos de mayor interés del casco urbano.",http://www.turismodevigo.org/sites/turismodevigo/files/alo005.jpg,42.2280127853506,-8.7176606920481,,es-ES
8232,"Tres Luces, Las",alojamientos,14,Hotel de 3 estrellas,"Cuba, 19",36204,986480250,www.hotel3luces.com,"El Sercotel Hotel Tres Luces es un elegante y confortable hotel en Vigo ubicado a pocos metros de la Estación de Trenes, en pleno núcleo financiero y comercial y a pocos minutos del centro histórico de Vigo.",http://www.turismodevigo.org/sites/turismodevigo/files/alo004.jpg,42.2326516695984,-8.71654899326392,,es-ES
8229,Puerta del Sol,alojamientos,14,Hotel de 2 estrellas,"Puerta del Sol, 14",36202,986222364,www.alojamientosvigo.com/spa/hotel_habitaciones.php,"El Puerta del Sol es un Hotel en situado en pleno centro histórico de Vigo, un nuevo concepto en hoteles de ciudad, construido en un edificio restaurado del siglo XIX y renovado recientemente.",http://www.turismodevigo.org/sites/turismodevigo/files/alo001.jpg,42.2381420065331,-8.72601112786843,,es-ES
